true_code,text,predicted_code,similarity_score,predicted,in_top_5
T424X1A,Benzodiazepine,T424X5A,0.91688293,0,0
S80229A,blister,S00522D,0.92965317,0,0
Z6710,blood type A positive,Z6710,0.9595454,1,1
S83219A,bucket-handle tear,S83211D,0.9368638,0,0
I731,Buerger's disease,I731,0.9416118,1,1
L120,bullous pemphigoid,L120,0.9999995,1,1
Q5564,buried penis,N4883,0.93910503,0,1
T23179A,burn both wrist,T23291D,0.9466876,0,0
T24102A,burn left leg,T24132D,0.93235797,0,0
T2034XA,burn septum,T2004XD,0.91592884,0,1
T24101A,burning sensation in right arm and right leg,M79601,0.9452839,0,0
M50821,C4-C5,G8251,0.92235374,0,0
M50323,C6-C7,G8253,0.9221881,0,0
M619,calcification of pap muscle,M61462,0.9191444,0,1
E58,calcium deficiency,E58,0.9834627,1,1
C675,cancer covering all of bladder neck,C675,0.94049764,1,1
C186,cancer in the left side of colon,C7A025,0.93345577,0,0
L03811,cellulitis to scalp,L03211,0.9565047,0,1
N888,cervical edema,G936,0.93134874,0,0
Z7141,cessation of alcohol,F1021,0.9169209,0,0
M11269,chondrocalcinosis in the knee,M11262,0.9628311,0,1
J410,"chronic ""smokers cough",R053,0.9524015,0,0
J370,chronic angina,J310,0.9283285,0,0
N3020,Chronic cystitis,N3021,0.94881946,0,1
L293,chronic irritation in the perineum,R102,0.94030195,0,0
M86662,chronic osteomyelitis of the left fibula,M86662,0.9764818,1,1
N411,Chronic Prostatitis,N411,1.0,1,1
N110,"chronic pyelonephritis, chronic",N111,0.9642917,0,1
B389,coccidioidomycosis,B384,0.97724295,0,1
K9403,colostomy malfunction,K9403,0.99999994,1,1
Z3200,concern for pregnancy,Z640,0.9195347,0,0
H5501,Congenital nystagmus,H5501,1.0000001,1,1
T384X5A,contraceptive,Z793,0.90641963,0,0
S20229A,contusion,S0083XS,0.93837476,0,0
S3732XA,contusion,S0083XS,0.93837476,0,0
S7002XA,contusion left hip,S7002XS,0.969072,0,1
H16009,Corneal Ulcer,H16012,0.9474626,0,0
J45991,cough variant asthma with exacerbation,J45991,0.97590685,1,1
I69321,CVA with dysphasia,R4702,0.94676214,0,0
N056,dense deposit disease,N046,0.9505635,0,0
A369,diphtheria,A362,0.95124507,0,1
O99419,"Diseases of the circulatory system complicating pregnancy, unspecified trimester",O99419,1.0,1,1
S43014A,dislocation,S032XXD,0.9346167,0,0
S63116A,dislocation,S032XXD,0.9346167,0,0
L271,drug eruption,L270,0.926892,0,1
O99322,"Drug use complicating pregnancy, second trimester",O99322,1.0,1,1
O99323,"Drug use complicating pregnancy, third trimester",O99323,0.9999999,1,1
E160,Drug-induced hypoglycemia,E160,0.95779914,1,1
H04129,dryness to the eye,H04123,0.92659855,0,1
M720,Dupuytren's contracture,M720,0.92847776,1,1
I824Z1,dvt right lower leg,M79661,0.9418824,0,0
R4586,Emotional lability,R4586,1.0000002,1,1
N719,endometritis,O8612,0.95723104,0,0
L52,erythema nodosum,L52,0.9999996,1,1
H019,eyelid infection,H019,0.9301754,1,1
R151,fecal soiling,K5641,0.9201298,0,1
S82409M,fibular shaft fracture,S82462D,0.9371154,0,0
L988,fistula and to protect his skin,N825,0.9227964,0,0
M4030,"flatback syndrome, lumbar",M4036,0.98839664,0,1
T191XXA,Foreign body in bladder,T191XXD,0.97148204,0,1
S020XXA,fracture,S025XXK,0.923613,0,0
S22069A,fracture,S025XXK,0.923613,0,0
S3210XA,fracture,S025XXK,0.923613,0,0
S32423A,fracture,S025XXK,0.923613,0,0
S32433A,fracture,S025XXK,0.923613,0,0
S32609A,fracture,S025XXK,0.923613,0,0
S92323A,fracture,S025XXK,0.923613,0,0
S32402A,fracture of the anteromedial left acetabulum,S32472K,0.95847666,0,0
R6812,fussy baby,R6812,0.9877349,1,1
K9509,Gastric band procedure complication,K9509,0.9882831,1,1
O98219,"Gonorrhea complicating pregnancy, unspecified trimester",O98219,1.0,1,1
M10061,gout: rt knee joint,M1A3611,0.93114483,0,0
B550,haze,R062,0.88706076,0,0
M25061,hemarthrosis of the right knee,M25061,0.9951582,1,1
K2971,hemorrhagic gastritis,K2941,0.93783396,0,0
T401X2A,Heroin,T401X4A,0.9099701,0,1
M00859,hip septic arthritis,M00052,0.9385256,0,0
Z887,HORSE SERUM,G611,0.8780454,0,1
H2101,Hyphema - Right Eye,H2101,0.9964337,1,1
R7302,Impaired glucose tolerance,R7302,0.97277343,1,1
Z591,Inadequate housing,Z5912,0.977211,0,0
S8991XA,injured her right lower leg,S8981XD,0.9450108,0,0
S00409A,injury,P153,0.9224981,0,0
S062X0A,injury,P153,0.9224981,0,0
S14108A,injury,P153,0.9224981,0,0
S27409A,injury,P153,0.9224981,0,0
S34101A,injury,P153,0.9224981,0,0
S34103A,injury,P153,0.9224981,0,0
S3421XA,injury,P153,0.9224981,0,0
S3790XA,injury,P153,0.9224981,0,0
S4430XA,injury,P153,0.9224981,0,0
S46009A,injury,P153,0.9224981,0,0
S60929A,injury,P153,0.9224981,0,0
S60939A,injury,P153,0.9224981,0,0
S60944A,injury,P153,0.9224981,0,0
S65809A,injury,P153,0.9224981,0,0
S75809A,injury,P153,0.9224981,0,0
S85009A,injury,P153,0.9224981,0,0
S96009A,injury,P153,0.9224981,0,0
S96909A,injury,P153,0.9224981,0,0
S40861A,insect bite,S30861D,0.9411288,0,0
S60460A,insect bite,S30861D,0.9411288,0,0
S80861A,insect bite,S30861D,0.9411288,0,0
F5104,"insomnia, chronic",G4701,0.9450942,0,0
Q441,intrahepatic gallbladder,C221,0.916725,0,0
N857,intrauterine hemorrhage,P546,0.9264544,0,0
Z30432,IUD removal,Z30432,0.9197378,1,1
H18442,keratomalacia in the left eye,H18442,0.995131,1,1
M00869,knee septic arthritis,M00061,0.93799365,0,0
S3131XA,laceration,S3733XD,0.9326875,0,0
S01521A,Laceration with foreign body to upper lip,S41122D,0.96710014,0,0
Z89612,Left above-the-knee amputation,S88122D,0.9431466,0,0
M24575,Left foot contracture,M24575,0.98836935,1,1
Q605,Left kidney is hypoplastic,Q234,0.9520482,0,0
S71112A,left thigh laceration,S76222D,0.9541252,0,0
G8310,leg paralysis,M79605,0.91935396,0,0
C4022,leiomyosarcoma of the left femoral,C4022,0.9235102,1,1
K229,lesion in the cardia,C160,0.9175141,0,0
G5721,lesion involving the right intertrochanteric femur,S72141S,0.9445871,0,0
G5631,Lesion to Right radius,G5631,0.9350595,1,1
A329,listeriosis,A320,0.9605132,0,1
Z792,Long-term use of antibiotics,Z792,0.98617834,1,1
Z596,low income,Z596,0.9999998,1,1
H5450,"Low vision, one eye [right eye",H54511A,0.96360576,0,1
Q049,malformation brain,Q049,0.9370845,1,1
C4320,melanoma ear,D0321,0.93406653,0,0
Z22321,methicillin-susceptible Staphylococcus aureus,A4101,0.9629083,0,1
M2606,Microgenia,M2606,0.99999976,1,1
J4530,Mild persistent asthma,J4531,0.9749556,0,1
B081,molluscum contagiosum,B081,1.0000001,1,1
Q897,monster,J9851,0.87785906,0,0
I675,Moyamoya disease,I675,1.0000002,1,1
F4481,multiple personality disorder,G527,0.923687,0,0
I089,Multiple valve disease,I088,0.96853364,0,1
H7320,myringitis,H73001,0.93484735,0,0
G47419,narcolepsy,G47411,0.946091,0,1
K091,Nasopalatine Duct cyst,K835,0.9207345,0,0
J311,Nasopharyngitis,J311,0.9511032,1,1
C751,Neoplasm of pituitary gland,C751,0.9809799,1,1
N29,nephrocalcinosis,N810,0.91806525,0,0
S01501A,open wound,S01502D,0.91888255,0,0
S2190XA,open wound,S01502D,0.91888255,0,0
S31000A,open wound,S01502D,0.91888255,0,0
S61202A,open wound,S01502D,0.91888255,0,0
S91103A,open wound,S01502D,0.91888255,0,0
S91209A,open wound,S01502D,0.91888255,0,0
H0589,orbital emphysema,J982,0.9143381,0,0
B998,other infectious disease,B998,1.0,1,1
O99341,"Other mental disorders complicating pregnancy, first trimester",O99341,1.0000001,1,1
O99340,"Other mental disorders complicating pregnancy, unspecified trimester",O99340,1.0000007,1,1
O98519,"Other viral diseases complicating pregnancy, unspecified trimester",O98519,0.99999976,1,1
P924,overfeeding,P924,0.9550962,1,1
D595,paroxysmal nocturnal hemoglobinuria,D595,0.9414143,1,1
Z91010,peanut,Z91010,0.9528364,1,1
L129,pemphigoid,L128,0.9665159,0,0
S39840A,penile fracture,S39840D,0.938012,0,1
N4821,penis abscess,N4821,0.9598935,1,1
O26829,peripheral neuropathy,G64,0.9411211,0,0
A3790,Pertussis,A3701,0.9173158,0,0
T426X2A,Phenergan,H5052,0.91070855,0,0
E701,Phenylketonuria,E700,0.959284,0,1
Z91410,physical assault,Y028XXA,0.9311238,0,0
T45525A,plavix,Q673,0.9003658,0,0
P251,pneumothorax,J9383,0.9520595,0,1
N930,postcoital bleeding,N930,0.9618428,1,1
O6010X0,premature delivery,F524,0.9334787,0,0
L89119,Pressure ulcer on the right upper back,L89110,0.97976536,0,0
Z9079,prostatectomy,N5234,0.91386425,0,0
O98619,"Protozoal diseases complicating pregnancy, unspecified trimester",O98619,1.0000002,1,1
D6951,PTP,N136,0.90657496,0,0
S31139A,puncture wound,S01542D,0.9320803,0,0
S41039A,puncture wound,S01542D,0.9320803,0,0
S41139A,puncture wound,S01542D,0.9320803,0,0
S91139A,puncture wound,S01542D,0.9320803,0,0
Z923,radiation,Z571,0.94965124,0,0
M50122,radiculopathy,M5412,0.9607551,0,0
F1810,Recreational drug use,F558,0.91199076,0,0
J0391,recurrent tonsillitis,J0301,0.9681709,0,1
Z452,removal of vascular access device,Z452,0.9144603,1,1
Z755,respite care,Z755,0.9015269,1,1
R701,reticulocytosis,L571,0.9153595,0,0
M06052,rheumatoid arthritis as a postop patient of Dr. Bush today after having a left hip,M05852,0.94121987,0,1
Z89201,right arm amputation,T8753,0.93612146,0,0
C4A71,Right hip Merkel cell carcinoma,C4A71,0.9801755,1,1
M167,Right hip secondary osteoarthritis,M19211,0.98140246,0,0
C301,right inner ear cancer,C44222,0.9357171,0,0
M7051,right knee bursitis,M06261,0.97803944,0,1
M7521,Right shoulder biceps tendinitis,M7521,0.9651659,1,1
H7291,right tympanic membrane perforation,H7211,0.9722165,0,1
N202,right ureteropelvic junction calculus,N201,0.9417303,0,1
K5780,ruptured diverticulum secondary to diverticulitis,K5721,0.9256418,0,0
T39091A,salicylate,T39095D,0.9286319,0,0
H15009,scleritis,H1589,0.94196105,0,0
N945,Secondary Dysmenorrhea,N945,1.0000001,1,1
F940,selective mutism,F940,1.0,1,1
Q219,septal defect,Q210,0.9651396,0,0
D573,sickle cell trait,D573,0.9973247,1,1
Z872,skin disease,D863,0.92592967,0,0
S72343A,spiral fracture,S72341D,0.9386548,0,0
S139XXA,sprain,K901,0.9438923,0,0
S93419A,sprain,K901,0.9438923,0,0
S93499A,sprain,K901,0.9438923,0,0
C44320,squamous cell carcinoma of the face,C44329,0.9830719,0,1
B083,sticker,H21519,0.8727939,0,0
S29019A,strain,B9623,0.8911071,0,0
F8081,stuttering,R401,0.90969944,0,0
S83113A,subluxation,H27112,0.9413129,0,0
S72453A,supracondylar fracture,S72462K,0.9452888,0,0
G2401,Tardive dyskinesia,K224,0.9099255,0,0
I77810,thoracic aortic ectasia,I77810,0.99999976,1,1
F959,tic,G2561,0.9396168,0,1
F641,transgender,B79,0.88717586,0,0
H029,unspecified disorder of eyelid (right eyelid,H029,0.97906,1,1
Y999,Unspecified external cause status,Y999,1.0000002,1,1
L89210,unstageable pressure ulcer changes of right hip,L89210,0.9760888,1,1
N361,urethral diverticulum lying posterior,N361,0.9503592,1,1
N360,urethral fistula,N360,1.0000002,1,1
N490,vesiculitis,N820,0.92313415,0,0
A86,viral encephalitis,B004,0.9685238,0,0
Z00111,weight check,Z6822,0.9040674,0,0
B839,Worm,B820,0.87818176,0,1
