true_code,text,predicted_code,similarity_score,predicted,in_top_5
U071,COVID1-19 pneumonia,U071,0.95096374,1,1
I639,posterior stroke,G462,0.93464506,0,0
M7989,forearm and arm swelling,M79632,0.9210186,0,0
K449,abdomen show Small hiatal hernia,Q401,0.9204215,0,1
I749,distal arterial occlusion,I7092,0.9276193,0,0
H3320,retinal  detachment,H338,0.966088,0,0
C50919,left-sided breast cancer,D242,0.9467218,0,0
R278,Acute ataxia,G1119,0.92216253,0,0
K922,acute significant GI bleeding,K2901,0.93919367,0,0
N9489,pain to suggest ovarian,E8941,0.90871656,0,0
Z9181,fall onto her left arm,M79602,0.9176429,0,0
D649,"Anemia, respiratory ",J9601,0.91501665,0,0
R600,edema to right leg,H02842,0.9575943,0,0
R0602,"SOB, chest",R071,0.9054193,0,0
N390,Recurrent urinary tract infections,Z87440,0.9298636,0,0
J9601,Acute hypoxic respiratory failure secondary to COPD,J9621,0.97052556,0,1
W19XXXA,spine and buttocks (fall,S338XXD,0.91118646,0,0
I2510,cardiac cath that showed CAD,R931,0.90785015,0,0
N390,UTI _____[TIME 3:45] of the infection,O2340,0.91477644,0,0
K7290,hepatic encephalopathy,K7682,0.9999999,0,0
Z87440,urinary tract infection with Klebsiella,P393,0.94209045,0,1
I96,gangrenous changes of the left foot,M79672,0.9306307,0,0
I2119,Inferior wall STEMI,I221,0.96202326,0,1
F0390,"CVA, dementia who is nonverbal at baseline.",F0150,0.9178202,0,0
Z8674,subsequent cardiac arrest,I462,0.9429697,0,0
M7989,swelling to left large toe,M79675,0.94609725,0,0
D696,Thrombocytopenia -Pt with GI Bleeding,D75828,0.9172956,0,0
R58,Ecchymosis noted around right eye,H44811,0.9198697,0,0
Z794,Insulin dependent diabetic,Z794,0.9089079,1,1
R7881,Blood culture positive with Gram-positive cocci,A4159,0.92452496,0,0
I509,"congestive failure, kidney disease.",I132,0.9374107,0,0
D649,acute of chronic anemia,D62,0.9432908,0,0
Z8701,aspiration pneumonia,O8901,0.919401,0,0
R2681,"unsteady gait, also contributing to orthostatic hypotension",I951,0.93067074,0,1
R739,Elevated blood sugar with nausea,R110,0.93518126,0,0
N390,Acute UTI w/hydronephrosis,N10,0.93842167,0,0
F603,"borderline personality disorder, anxiety ",F603,0.9694078,1,1
E669,"obese, in pain",F4542,0.9031352,0,0
Z87891,long standing smoking history,Z87891,0.9212352,1,1
S72002A,fracture left femur neck,S72002K,0.9537025,0,0
I509,"dyspnea secondary to the pneumothorax, congestive heart failure",J9381,0.92363775,0,0
N485,Penile ulcer,N485,0.9783012,1,1
M169,OA of hip,M160,0.9425756,0,0
K529,enteritis of mid small bowel,K50018,0.9303626,0,0
I739,therapy for PAD,Z79899,0.88364136,0,0
G40409,Grand Mal seizure,G40B11,0.8862142,0,0
D72829,Pneumonia: WBC elevated,R7982,0.9281475,0,0
M21379,RLE foot drop,M21371,0.91588706,0,0
U071,Covid 19  pneumonia,U071,0.9569262,1,1
R55,recurrent syncope,G4713,0.93483734,0,0
M109,GOUTY ARTHRITIS RIGHT ANKLE,M10071,0.9538738,0,0
I340,mild-to-moderate mitral regurgitation,I052,0.9272347,0,0
G9589,myelomalacia at C3,C9001,0.89099526,0,0
I248,demand ischemia shock,T882XXA,0.88667274,0,0
N730,tissue _____[TIME 1:39] acute inflammation,N710,0.9028221,0,0
J9601,Acute hypoxic respiratory failure from code 19 pneumonia,J9601,0.93697053,1,1
N390,"UTI, CT yields evidence of cystitis",R9341,0.93424344,0,0
I714,suprarenal abdominal aortic aneurysm,I7133,0.9675077,0,0
I639,acute PONS stroke,I6781,0.91316503,0,0
M1612,severe osteoarthritis of the left hip,M1612,0.96020156,1,1
D539,Macrocytic anemia:  Likely due to chronic blood loss,D500,0.94108754,0,0
I8290,thrombus in the right lower lobe pulmonary artery,I82491,0.9391126,0,0
R55,Syncope likely due to anemia,D550,0.9173442,0,0
A4159,Sepsis:  Likely from gram negative,A4159,0.96585226,1,1
I96,osteomyelitis gangrene,A5443,0.9558603,0,0
E6601,"morbid obesity, restrictive lung",E662,0.9472555,0,1
Z3A17,estimated gestational age of 17,Z3A17,0.96816266,1,1
C029,carcinoma of tongue,D0007,0.95815146,0,0
R609,pitting BLE edema,H3581,0.89862067,0,0
F419,"anxiety disorder, chronic",F4312,0.94263184,0,0
I2782,Chronic appearing pulmonary emboli,I2782,0.96193933,1,1
M1990,progressive arthrosis,T7841XS,0.9163048,0,0
R0602,long discussion about the patient's code as the patient getting short of breath,R0602,0.9153887,1,1
K810,acute cholecystitis due to cholelithiasis,K810,0.9656546,1,1
R0689,chronic hypercapnia,J9612,0.9736875,0,0
E119,dm2 w/ hyperglycemia,E1165,0.9512878,0,0
G9389,brain lesion,S34111S,0.91336524,0,0
L0390,cellulitis w/hypokalemia,L03116,0.9435612,0,0
J45901,reactive airway disease with exacerbation,J441,0.9485382,0,0
K219,"GERD, gastritis ",K219,0.9337257,1,1
R202,"paresthesia, vascular",R202,0.94999176,1,1
R079,chest pain to Left lower rib cage,R071,0.93789893,0,0
K529,mild sigmoid colitis,N870,0.9209324,0,0
R1110,congestion vomiting,R0981,0.9241787,0,0
E1140,"diabetes mellitus, peripheral neuropathy.",E1042,0.95690995,0,0
E119,diabetes left-sided weakness,G8314,0.928667,0,0
I214,Non-STEMI myocardial infarction,I214,0.950205,1,1
L03211,cellulitis left cheek,L03012,0.96144557,0,0
R161,splenomegaly,R161,0.94696146,1,1
I959,Hypotension from sepsis,I953,0.9412022,0,0
M1611,Moderate to severe primary osteoarthritis of the right hip,M19011,0.96977806,0,1
E875,hyperkalemia secondary to acidosis,E875,0.96311635,1,1
H579,Disorder of eye,H4489,0.9347191,0,1
I8290,venous thrombus,I81,0.9341113,0,0
C189,metastatic colon cancer,C7A024,0.9299955,0,0
N19,"uremia, hence doing 3 sessions of HD",Z4931,0.905288,0,0
R0682,"tachypneic, respiratory rate 24-30 ",P221,0.91027737,0,1
M869,osteomyelitis from methicillin-sensitive Staphylococcus,A4101,0.9490013,0,0
K5900,constipation is the cause of the pain,K581,0.9247644,0,0
L02416,Abscess: [left inner thigh,M65052,0.9492144,0,0
R0602,shortness of breath today and pulmonary,R0602,0.94523346,1,1
Z515,comfort measures including discontinuing hemodialysis,Z4931,0.88929236,0,0
R609,fluid retention in legs,I8012,0.8992465,0,0
E6601,stasis ulcer Morbid obesity,E662,0.9010644,0,0
I480,Paroxysmal atrial fibrillation: Rate controlled,I480,0.9275712,1,1
R079,lateral rib pain,S53144S,0.906282,0,0
A419,septicemia as well as infected,R6521,0.93436015,0,1
I2699,pulmonary embolism heart,Z86711,0.9305132,0,0
K529,colitis with diarrhea,K521,0.9416644,0,0
G4700,insomnia secondary to anxiety,F5105,0.9565844,0,0
K863,pseudocyst formation between the pancreas,K863,0.9649392,1,1
Z952,heart valve repair,Z954,0.90974545,0,0
R498,intermittent chest soreness,R071,0.91726756,0,0
Z86010,Duodenal polyps,K317,0.95086956,0,0
R1909,Abdominal mass,D48113,0.9283674,0,0
E669,General: mildly obese,F50810,0.9249989,0,0
E063,Hashimoto disease,Q431,0.9042767,0,1
I509,"Acute on chronic congestive heart failure, unspecified",I5023,0.95794636,0,0
I252,"MI, Seizures ",H5703,0.9175296,0,0
J45909,"asthma, currently clinically appears to be stable",J4532,0.9241381,0,0
S4991XA,injury to right shoulder,M25511,0.95625395,0,0
J9602,Acute hypoxic hypercapnic respiratory failure,J9602,0.98023164,1,1
K831,"obstructive jaundice, ruptured ",K8063,0.9092124,0,0
S383XXA,Laceration head,S0182XD,0.93585306,0,0
U071,COVID 19 pneumonia: hypoxic,U071,0.9134333,1,1
I4891,A FIB W- RVR,M84363D,0.8935406,0,0
K8590,complications of pancreatitis,K9429,0.92850447,0,0
R0602,acute dyspnea w/hypoxia,J9601,0.95655715,0,0
Z3A21,3 21 wks pregnant,Z3A21,0.9709656,1,1
J939,chest for loculated pneumothorax,J9381,0.9078852,0,1
I10,HTN admitted for progressive,H11052,0.8978861,0,0
G629,"peripheral neuropathy, kidney disease ",G64,0.9227009,0,0
N390,UTI at that time when the patient came back,Z87440,0.9026445,0,0
D649,Mild normocytic anemia,E441,0.91415876,0,0
M4856XA,Compression fracture L2,S32020A,0.9228486,0,0
D696,low platelet count,D72818,0.91232055,0,0
F1010,alcohol abuse she is at low risk,F10188,0.9200456,0,0
Z9114,"noncompliant behavior, hypertension presents ",Z91198,0.90991294,0,0
S0101XA,Healed 3 cm Scalp Laceration,S0102XS,0.9045629,0,0
E119,diabetic male with osteomyelitis,M86272,0.9270732,0,0
Z86711,"pulmonary embolism, hypertension ",I2724,0.94312644,0,0
U071,COVID-19  pneumonia,U071,0.96006185,1,1
Z8673,multiple stroke,M153,0.90651166,0,0
G908,Autonomic Dysfunction Vagus Nerve,G9089,0.9405551,0,0
N340,osteomyelitis as well as deep abscess,M86479,0.9406324,0,0
J9601,acute hypercapnic and hypoxic  respiratory failure,J9602,0.9833262,0,1
R040,nose bleed trauma,S08811A,0.91265094,0,0
E119,multiple health problems including uncontrolled diabetes,E11638,0.9325049,0,0
G8929,acute worsening of the chronic back pain,J441,0.9270714,0,0
J9690,septic shock asnd respiratory failure,R6521,0.91495883,0,0
R609,edema LUE - brachiocephalic vein,H02845,0.91330725,0,0
F17200,nicotine dependence with the multiple,F17223,0.9192994,0,0
I6202,subacute subdural hematoma,I6202,0.9505892,1,1
M00862,left knee septic arthritis from MRSA,M00062,0.960172,0,1
K4030,Irreducible right inguinal hernia with leukocytosis,A58,0.91178674,0,0
M6282,ischemic + Rhabdomyolysis,I255,0.92288774,0,1
U071,COVID-19 pneumonia with high inflammatory,U071,0.92538786,1,1
J449,multiple issues including severe COPD,J4551,0.92146397,0,0
Z992,vascular access for hemodialysis,Z4931,0.8972058,0,0
N250,tubular structure,N2589,0.8917201,0,0
N189,"chronic kidney disease, on the peritoneal dialysis",N181,0.9353661,0,0
Z8673,ischemia,I6782,0.95946646,0,0
I639,Left corona radiata cerebrovascular accident,I63132,0.9107167,0,0
K5732,Diverticulitis of the distal ascending colon,K5740,0.94532776,0,0
K449,moderate size hiatal hernia,Q401,0.92291045,0,0
J3489,"rhinorrhea, congestion.",R0981,0.9366981,0,0
K631,Perforation of Colon,K822,0.9482442,0,1
Z8701,left lower lobe cavitary pneumonia,C3432,0.915596,0,0
K469,incarcerated unbilical hernia,K429,0.91348404,0,1
W19XXXA,fall in elderly #3 Alzheimer,G308,0.895304,0,0
K458,hernia sac,Q7951,0.8960001,0,1
Z940,"renal transplant, renal failure ",T8612,0.9671893,0,0
R911,nodule in right upper lobe,M06321,0.94010407,0,0
L0390,sleep apnea admitted for cellulitis,L03221,0.9109635,0,0
I472,unstable ventricle tachycardia,I200,0.93255746,0,0
I160,hypertension:  admitted for hypertensive urgency,I160,0.963339,1,1
U071,"COVID, strep test ",Z1152,0.9145827,0,1
I4891,Afib on Warfarin,T45515A,0.8990953,0,0
M79671,pain in right heel,M79671,0.9710335,1,1
T790XXA,air embolism,O8803,0.94952035,0,0
R079,chest pain retrocardiac intermittent,R071,0.91739035,0,0
M4856XA,compression fractures L1-L2 and L2 and L3,S32030A,0.9316883,0,0
B961,Wound cultures grew  Klebsiella,J150,0.8975378,0,1
K469,Strangulated ventral hernial,K437,0.9251616,0,0
M5416,lumbar radiculopathy on the left side in the lumbosacral,M5416,0.95917195,1,1
M1990,arthritic changes of lumbar spine,M4316,0.92099553,0,0
R0989,bilateral rhonchi,H21523,0.91238683,0,0
B951,intraoperative also has shown group B strep,A401,0.9079971,0,1
I770,Inferior epigastric arteriovenous fistula,Q266,0.90460265,0,0
G9389,stable pneumocephalus,H18613,0.88518155,0,0
K37,"appendicitis, pancreatitis ",K3533,0.9365139,0,0
M5136,spinal degenerative disk disease,M5106,0.93050706,0,0
J869,Left lung empyema,C3412,0.91412187,0,0
R946,elevated TSH may indicate low thyroid,R946,0.9333071,1,1
L905,hip scar,L910,0.9173738,0,0
N201,right 4-5mm ureteral stone,N201,0.9230968,1,1
A669,right flank pian,H11021,0.894194,0,0
N390,urinary tract infection due to extended spectrum beta-lactamase Proteus,Z1612,0.9487606,0,0
A419,septicemia as well as an infected,R6521,0.93538463,0,1
A491,submental space grew strep,A251,0.865608,0,0
G464,Bilateral Cerebellar Stroke,I63343,0.9469677,0,1
R1030,intermittent lower abdominal pain,R1030,0.93395716,1,1
R234,Moderate skin thickening,L859,0.9182812,0,0
M25552,pain in left hip,M25552,1.0000002,1,1
M00861,septic arthritis of the right knee joint,M00061,0.9577124,0,1
M728,fasciitis of right buttock,L03317,0.93740493,0,0
Z86718,leg DVT,I80233,0.92767954,0,0
K922,GI bleed from gastritis,K2901,0.9564641,0,0
Z98890,orthopedic surgeries,Z4789,0.90617245,0,0
S383XXA,laceration left fifth toe,S96022S,0.9364827,0,0
O3480,right ovarian corpus luteal cyst,N8311,0.97668946,0,0
R7989,Acute NSTEMI- Elevated Troponin,I222,0.9523803,0,0
S383XXA,acute left index finger laceration,S65511D,0.94931734,0,0
R609,edema in the right arm,H05221,0.95707124,0,0
R140,acute onset of abdominal distention,R100,0.94617903,0,1
Z86711,pulmonary embolism and atrial,I748,0.93572706,0,0
M7989,foot started swelling,S93522A,0.89987975,0,0
K7030,"Alcoholic liver cirrhosis with portal hypertension, hypokalemia, dyspnea",K7031,0.94454044,0,1
K8590,pelvic was consistent acute pancreatitis,R102,0.9186513,0,1
E872,lactic acidosis secondary to sepsis,A414,0.9297676,0,0
E222,"SIADH affect, from nausea",R110,0.9120888,0,0
R109,acute onset sharp abdominal pain,R100,0.94249964,0,0
L03113,Cellulitis in the right hand secondary to cat bite,L03011,0.94449085,0,1
K7460,cirrhosis due to anemia,D553,0.931451,0,0
Z87448,heart disease kidney disease,I132,0.9351908,0,0
N179,"ARF, SEPSIS ",R6521,0.93148524,0,0
M7989,foot/lower leg is swollen,R2242,0.9193562,0,0
Z980,intestinal bypass,Z980,0.93518513,1,1
B9561,Staphylococcus aureus infection based on superficial,T8141XA,0.9305605,0,0
J9811,stable atelectasis,J9811,0.930735,1,1
I739,pad of great toe,S92421D,0.90613437,0,0
C7800,Breast malignancy,C4352,0.95752746,0,0
Z940,"transplant, kidney",T8611,0.94211245,0,1
L97329,Left foot dorsal surface ulceration,L97521,0.9196296,0,0
M24659,ankylosis hip,K035,0.97091365,0,1
M549,"CHRONIC BACK PAIN, HAS 6 SPLEENS (CONGENITAL) ",Q8909,0.9256532,0,0
M79651,bilateral thigh pain,M79652,0.95833623,0,1
K089,upper dental pain,M79622,0.9269252,0,0
B965,Pseudomonas aeruginosa was isolated from the wound,B965,0.9068417,1,1
D649,Normocytic anemia,D594,0.91305745,0,0
N1330,moderate bilateral hydroureteronephrosis,N13732,0.9439287,0,0
R079,"chest pain, constipation ",R071,0.9321131,0,0
N390,"UTI with tachycardia, fever",O0388,0.9106617,0,0
U071,steroids for his COVID-19 infection,U071,0.93070287,1,1
R609,edema pattern of pulmonary,J810,0.9207236,0,0
T8130XA,r knee wound dehiscence,T8781,0.89871156,0,0
I82509,chronic DVT,I2782,0.94138724,0,0
R29810,Facial weakness,R29810,1.0000004,1,1
I998,vascular insufficiency,I872,0.9316838,0,0
J9811,atelectasis in the left lower lobe,J9811,0.95277524,1,1
Z8619,sepsis secondary to Klebsiella,J150,0.94474477,0,0
J449,multiple health problems including COPD,J440,0.92486405,0,0
Z3A16,4 months gestational Age,Z3A24,0.9565062,0,0
S32039A,compression fracture of L3,S32030K,0.92718834,0,0
J189,PNA -initial CTA chest,S25492A,0.89695525,0,0
I214,acute non-ST elevation MI,I214,0.9518372,1,1
M47892,C5-C6,G8253,0.9208243,0,0
K567,ileus  Mild,F5021,0.9094032,0,0
R109,"Abdominal pain, likely secondary to cholelithiasis",K8067,0.93112874,0,0
E860,"dehydration, Addison's disease ",E860,0.92884797,1,1
K560,colon ileus,K635,0.9213674,0,1
J1289,COVID-19 pneumonia,U071,0.96006185,0,0
I82A12,thrombosis of her left Axillary Vein,I82A12,0.97380614,1,1
N19,Renal failure is progressive,N011,0.93079555,0,0
N189,chronic kidney disease from diabetic nephropathy,E1022,0.9714032,0,0
I639,acute infarct posterior,I63431,0.91347605,0,0
G3184,cognitive impairment likely from dementia,F02B0,0.932469,0,0
E872,Lactic acidosis from sepsis,P362,0.9228662,0,0
E119,"diabetes mellitus, poorly controlled",E11638,0.9308518,0,1
M009,recurrent right knee arthroplasty infection,M24461,0.95789003,0,0
M7741,Metatarsalgia second metatarsal right foot,M7741,0.9806336,1,1
I5040,CHF with systolic/diastolic dysfunction,I5042,0.9434422,0,1
R29810,mild R-facial droop,R29810,0.8908716,1,1
J449,"COPD, neuropathy.",G990,0.9158927,0,0
L0390,"cellulitis, left lower posterior leg",L03116,0.9778143,0,0
L03039,fourth toe cellulitis,L03039,0.9353181,1,1
S383XXA,Wound Description: 4 cm linear laceration,S81812S,0.91523474,0,0
M1712,End stage OA left knee,M1732,0.9276906,0,1
R600,edema of the left leg,H02845,0.964261,0,0
B029,herpetic zoster,B0233,0.93180895,0,0
N390,"UTI, hyponatremia.",E871,0.9307151,0,0
D72829,Leukocytosis Asthma,D720,0.9090365,0,0
J189,pneumonia multiple,A191,0.90782636,0,0
L89219,Decubitus ulcer [right ischium and left hip,L89222,0.91274077,0,0
M79606,acute  _____ lower extremity pain,M79662,0.9308973,0,0
G8918,postoperative pain is well controlled,G8922,0.91017956,0,0
F17200,COPD given smoking,J705,0.92584735,0,0
K7010,mild alcoholic hepatitis,K700,0.9365301,0,1
I890,"lymphedema, cirrhosis ",I83892,0.90910447,0,0
K639,colonic lesion,K635,0.9218765,0,0
M869,osteomyelitis of left fifth metatarsal and cuboid,S92352S,0.9505235,0,0
G510,facial nerve paralysis,R29810,0.9373139,0,0
N400,Stable size enlarged prostate gland,H04031,0.89883256,0,0
N1330,hydronephrosis associated with nausea,R110,0.93636763,0,0
K56609,"SBO, likely from radiation",N46124,0.90264696,0,0
E785,"HLD, anemia ",M25052,0.9282926,0,0
K5790,Diverticulosis of the colon,K382,0.9462723,0,0
D500,Anemia secondary to a GI bleed,D500,0.93824196,1,1
W19XXXA,"Fall, likely secondary to seizures",V9123XS,0.90648806,0,0
K3580,acute  appendicitis,R100,0.9548757,0,0
E875,Hyperkalemia out of proportion to renal,E875,0.9423052,1,1
N186,tertiary diagnosis of end-stage renal disease,N186,0.9397158,1,1
I10,HTN -Cardiac,B334,0.9236264,0,0
M25519,pain noted in R shoulder,M25511,0.947201,0,0
I5030,diastolic dysfunction CHF,I5032,0.94161016,0,1
R739,uncontrolled chronically elevated blood sugar,R970,0.9067342,0,0
J90,Right-sided pleural effusion,M25474,0.93740785,0,0
F329,depression who underwent a gastric,K250,0.8865474,0,0
E669,obesity who underwent a laparoscopic gastric,O99845,0.88931084,0,0
A419,Sepsis Hypoglycemia,R6521,0.93040264,0,0
Z888,RISPERDAL,B0862,0.8898077,0,0
E871,HYPONATREMIA due to excessive,E871,0.94175607,1,1
L905,scar that is just below her xiphoid process going across her epigastric,S31602S,0.90791595,0,0
F419,anxiety was admitted for left hip,M25552,0.92755556,0,0
N186,End-stage renal disease with hemodialysis,N186,0.96324205,1,1
S0121XA,nasal bridge laceration,S0122XD,0.906456,0,0
R252,severe spasms in RLE,J385,0.91522247,0,1
I739,left-sided peripheral arterial disease,I69942,0.92632157,0,0
E441,Mild protein calorie malnutrition,E441,0.9974393,1,1
Z87442,"kidney stones, hemorrhoids ",K648,0.9126035,0,0
I10,Hypertension -BP stable,R030,0.91778374,0,1
I639,Acute  infarct,I2489,0.92586017,0,0
R682,chronic dry mouth,R053,0.9362597,0,0
R109,Complicated abdominal pain,G4459,0.92504954,0,0
Z87448,stage I kidney disease,N181,0.9732519,0,0
A419,"acute tubular necrosis from septic shock, bowel perforation",N170,0.95283955,0,0
J690,"Right upper lobe infiltrates, likely aspiration pneumonia",O8901,0.9212192,0,0
M4310,grade i spondylolisthesis,S1264XS,0.9244169,0,0
R109,"left flank pain, urinary tract infection ",R1902,0.92856705,0,0
N179,AKI improved with IV hydration back,E860,0.8778497,0,0
R109,ACUTE ABDOMINAL PAIN DUE TO ACUTE PANCREATITIS,R100,0.9415643,0,0
C7951,right breast cancer,D241,0.9533731,0,0
Z8673,lacunar infarct in the right basal ganglia,I63011,0.90737426,0,0
I6200,subacute SDH likely from assault,I330,0.9028119,0,0
Z951,bypass grafting,I70793,0.9143087,0,0
K529,"enteritis, colitis ",A045,0.9522628,0,0
R109,"Flank pain, fever ",R070,0.90971667,0,0
R6521,septic shock complicated,R6521,0.95101583,1,1
N3090,Moderate urinary bladder wall thickening suggesting cystitis,N3001,0.9228846,0,0
R443,hallucinations that tell her to pop her head,R440,0.90247744,0,1
I4891,Acute on chronic A fib,D89812,0.9066049,0,0
M2010,bunion plantar lateral head fifth metatarsal right foot,M21612,0.9296516,0,0
N390,UTI 2/2 Enterobacter,A5421,0.9022461,0,0
R222,Left mediastinal mass,C3402,0.9284221,0,0
R1030,episodic lower abdominal pain,R1030,0.9377453,1,1
A419,SIRS + known infection,R6511,0.93565714,0,0
J189,"pna since pt symptoms have been progressively worse, hxof pleural effusion ",J918,0.9087967,0,0
J189,basal  pneumonia,J120,0.90602833,0,0
G5600,carpal tunnel,G5600,0.92319894,1,1
I739,moderate to severe PVD,N901,0.91674656,0,0
N1330,left  hydronephrosis,N1339,0.9365181,0,0
L8990,plantar decubitus ulcer,L97429,0.899086,0,0
I2699,pulmonary embolism -Schedule for lung biopsy today Pulmonary,I2782,0.8948567,0,0
E871,pseudohyponatremia as a result of hyperglycemia,E0865,0.93431365,0,0
R197,bloody diarrhea,K50111,0.90476453,0,0
N179,Acute on Chronic Kidney Disease Stage III,N1831,0.95525485,0,0
Z87442,multiple episodes of kidney stones,Z87442,0.91569734,1,1
R1310,dysphagia diet food,R1311,0.9155568,0,0
R079,cp w/tachycardia,G90A,0.9028063,0,0
T25129A,burn to bilateral feet,T25291D,0.9295659,0,0
I509,New-onset congestive heart failure,I5021,0.9320549,0,0
R0600,"dyspnea, increased sputum",R0609,0.92117184,0,1
R319,hematuria - UA has 100 rbc,R310,0.9178436,0,0
M79606,pain to her R leg,M79604,0.94086546,0,0
M25551,pain in right hip and abdomen,M25551,0.9767082,1,1
K5730,Moderate to severe sigmoid colon diverticulosis,K5721,0.9281712,0,0
K219,GERD who underwent a laparoscopic gastric,K219,0.9034853,1,1
M4854XA,acute compression fracture of T6,S22050G,0.9343009,0,0
L89159,chronic decub ulcer to sacral,L89150,0.9185016,0,1
L89159,decubitus sacral,M5388,0.89560413,0,0
J90,"Left lower lung pleural effusion, likely due to pneumothorax",M25462,0.9194943,0,0
F419,"anxiety, tobacco ",F17228,0.90237105,0,0
I10,"HTN, constipation ",K581,0.92133445,0,0
M79606,Intractable lower extremity pain,M79662,0.93019116,0,0
D649,low anemia,Z596,0.9231311,0,0
K2980,"duodenitis, hydronephrosis.",K2981,0.93352985,0,0
R112,nausea and vomiting are drug induced,K5903,0.9391282,0,0
R918,lower lung infiltrate,J470,0.9186265,0,0
B961,Urinary tract infection due to ESBL Klebsiella,J150,0.9416497,0,0
L299,rash (itchy,R21,0.9305481,0,0
Z21,HIV with normal CD,B20,0.9146522,0,1
M79676,Pain to toe,M79675,0.962013,0,1
F329,"depression, liver",K77,0.92269695,0,0
M25569,pain to the medial aspect of his knee,M25562,0.94245064,0,0
E669,GENERAL:  Reveals a moderately obese,Z6837,0.9195895,0,0
G629,LE neuropathy,S9401XS,0.9017606,0,0
B394,drooling,R4702,0.8791592,0,0
I639,Hemorrhagic CVA,P53,0.91992486,0,0
R110,"Nausea, pain.",R110,0.96473867,1,1
G839,right side paralysis,M5431,0.93871385,0,0
I38,valvular disease,I081,0.9334366,0,0
G0481,ischemic encephalitis,B004,0.9201752,0,0
R739,Screen for Hyperglycemia,Z131,0.9346902,0,0
I255,ischemic cardiomyopathy,I255,0.99999964,1,1
N179,Acute on chronic kidney disease stage V,N185,0.9516563,0,0
R197,"diarrhea, abdominal",R140,0.933682,0,0
C763,groin leiomyosarcoma,D259,0.904678,0,0
C159,metastatic esophageal cancer,C158,0.91833454,0,1
N400,"BPH, coronary artery",I2541,0.90619886,0,0
K760,Abdominal sono = fatty liver,K700,0.9223815,0,1
I2510,CAD who underwent removal of L hip,S73045D,0.8938514,0,0
I10,intermittent hypertensive,H05253,0.90943754,0,0
I480,AFIB W RVR,I4901,0.88243866,0,0
J449,Severe end-stage chronic obstructive pulmonary disease,J441,0.94467294,0,0
N186,ESRD for dialysis,Y841,0.91436917,0,1
M79606,"pain on the upper extremity, lower extremity as well as facial",M79622,0.942705,0,0
J449,Chronic obstructive pulmonary disease well controlled,J441,0.9355701,0,1
M810,bilateral cortical thinning,H25013,0.91999984,0,0
E119,diabetic and venous,I872,0.9223503,0,0
I639,right sided frontoparietal acute infarct,P91821,0.92708915,0,0
Z794,Insulin-dependent diabetes with hypoglycemia,E10641,0.9448722,0,0
Z21,HIV complication,B20,0.92427313,0,0
I6200,subdural hematoma in the falx cerebri between the occipital,S065X7A,0.91879904,0,0
L03114,cellulitis of left shoulder,L03114,0.97423255,1,1
K5732,Acute diverticulitis of the proximal sigmoid colon,K5741,0.9414975,0,0
D649,Acute anemia requiring transfusion,D62,0.9305948,0,0
E860,"dehydration, gastroenteritis ",E860,0.95373887,1,1
R61,severe night sweats,F4389,0.90192103,0,0
G43A0,cyclical vomiting syndrome,R1115,0.95478433,0,1
M5136,Degenerative disc disease of Cervical spine,M50022,0.9470839,0,0
D649,"anemia, anxiety ",P612,0.91558015,0,0
I10,uncontrolled blood pressure,O1093,0.89249235,0,0
M79601,Pain in right arm [RIGHT ARM,M79601,0.99104416,1,1
J9811,atelectasis,J9811,1.0000001,1,1
Z9089,adenoidectomy,N8003,0.93075716,0,0
R569,epileptic seizures,G4089,0.9326618,0,0
H6692,acute otitis media of the left ear,H6502,0.976227,0,0
I2510,vessel CAD,I2542,0.892426,0,0
E872,severe metabolic acidosis,E8721,0.9441689,0,0
I10,"HTN, left knee replacement, left wrist",M05632,0.9369776,0,0
U071,coronavirus,B342,0.9298258,0,0
J449,COPD with asthma,J441,0.9209075,0,0
S82401A,Right fibular shaft fracture,S82491K,0.9567714,0,0
L03116,Cellulitis of left lower extremity,L03116,0.9953449,1,1
J849,ILD,J704,0.90016097,0,0
K2970,"gastritis, pancreatitis ",K87,0.923463,0,0
T451X5A,Pancytopenia chemotherapy-induced,D61810,0.9789192,0,0
Z8739,left upper extremity osteomyelitis,M86142,0.9494757,0,0
J449,"COPD, obstructive sleep ",G4733,0.939017,0,0
I160,hypertensive urgency alcohol,I160,0.96149075,1,1
N452,right orchitis,N50811,0.94667596,0,1
R079,chest pain and went into atrial,R071,0.91593206,0,0
M25519,pain ore.he shoulder,M25512,0.94449055,0,1
Z21,HIV therapy,Z717,0.9367002,0,0
I82401,dvt to rle,I80291,0.90131867,0,0
K922,"lower GI bleed with either a diverticular hemorrhage, hemorrhoidal",K5753,0.934376,0,0
I959,episodic hypotension,I953,0.9275329,0,0
M1712,left knee severe osteoarthritis,M1712,0.9593764,1,1
R197,"diarrhea, colitis ",K521,0.9431977,0,0
I2510,coronary artery atherosclerosis involving the right coronary artery significantly and required cardiac,I70238,0.9339572,0,0
Z992,AKI:creat worse after hd,Y841,0.8955342,0,0
I10,"hypertensive, currently stable",I110,0.9041628,0,0
K469,hernia to left abdomen,R1904,0.9303455,0,0
R0902,Hypoxic respiratory,J9601,0.9481522,0,1
Z87891,quit smoking 1 year back,F17211,0.89068097,0,1
L03119,Cellulitis of thigh,L03317,0.95768297,0,0
R918,mass in the lung,C3431,0.91557026,0,0
I82401,Deep venous thrombosis [right leg,I82491,0.9536791,0,1
S61439A,puncture wound,S01542D,0.9320803,0,0
